nct_id,condition,facility_name,city,sampling_method,overall_status
NCT04414826,Loneliness|,"Laboratory for the Study of Anxiety Disorders, University of Texas at Austin",Austin,NA,Recruiting
NCT04457349,COVID 19|,"Faculty of Medicine, Alexandria university, Egypt",Alexandria,NA,Recruiting
NCT04453579,Obese|Morbid Obesity|,Michela Campanelli,Rome,Non-Probability Sample,Completed
NCT04344925,COVID-19|,London Health Science Centre,London,Probability Sample,Recruiting
NCT04491318,Hemophilia Arthropathy|,European University of Madrid,Madrid,Non-Probability Sample,Recruiting
NCT04347850,SARS-CoV-2|COVID-19|,Uh Montpellier,Montpellier,Non-Probability Sample,Recruiting
NCT04492267,Inflammatory Bowel Disease|,Service Hépato-Gastroentérologie et Assistance Nutritive Hôpitaux Univesitaires de Strasbourg,Strasbourg,Non-Probability Sample,Recruiting
NCT04363593,Corona Virus Infection|,CH de Cornouaille,Quimper,NA,Recruiting
NCT03348670,Covid19|,"Medicine Invention Design, Inc. (MIDI) - c/o - MIDINC Clinical Investigator Working Site",North Bethesda,NA,"Active, not recruiting"
NCT04408196,Rehabilitation|,Don Gnocchi Foundation,Rome,Non-Probability Sample,Recruiting
NCT04279197,Pulmonary Fibrosis Due to COVID-19|,Shuguang Hospital,Shanghai,NA,Recruiting
NCT04362930,Neurologic Manifestations|Psychiatric Disorders|COVID-19|,Hôpital Pitié Salpétrière,Paris,Non-Probability Sample,Recruiting
NCT04337320,Covid19|Maternal-Fetal Relations|,Pinar Yalcin Bahat,Istanbul,Probability Sample,Completed
NCT04569851,COVID-19 Infection|,Hospital Universitario de Guadalajara,Guadalajara,Non-Probability Sample,Enrolling by invitation
NCT04478019,COVID-19|SARS-CoV 2|,University of Wisconsin-Madison,Madison,NA,Recruiting
NCT04568863,COVID-19|SARS-CoV 2|Coronavirus Infection|,Hospital Universitario La Paz,Madrid,NA,Recruiting
NCT04357041,"ALL, Adult|",Clinical Nutrition Research Center,Chicago,Non-Probability Sample,"Active, not recruiting"
NCT04447222,COVID-19 Infection|Malignant Solid Neoplasm|,M D Anderson Cancer Center,Houston,Non-Probability Sample,Recruiting
NCT04425213,COVID|Severe Acute Respiratory Syndrome|Obesity|Comorbidities and Coexisting Conditions|,Centre hospitalo-universitaire régional de Nancy,Vandœuvre-lès-Nancy,Non-Probability Sample,Completed
NCT04347382,Coronavirus Infection|Sars-CoV2|,"Federal Post-Graduate Medical Institute, Shaikh Zayed Hospital",Lahore,NA,Completed
NCT04334291,COVID 19|,Hospital Lclinico San Carlos,Madrid,Non-Probability Sample,Recruiting
NCT04516837,Immune Thrombocytopenia|,"Peking University Insititute of Hematology, Peking University People's Hospital",Beijing,NA,Recruiting
NCT04503525,SARS-CoV|Nutrition Disorders|,Saint-Vincent Hospital,Lille,Non-Probability Sample,Recruiting
NCT03331445,Respiratory Tract Infections|Corona Virus Infection|,Nitric Solutions-Mobile Unit,Vancouver,NA,Recruiting
NCT04351191,Sars-CoV2|Symptomatic Condition|Covid-19|,Expo Covid Isolation Center / Mayo Hospital Field Hospital,Lahore,NA,Recruiting
NCT04354870,COVID-19|,NYU Langone Health,New York,NA,Completed
NCT04378595,Food Insecurity|,Dell Medical School,Austin,Non-Probability Sample,Recruiting
NCT04393961,COVID19|COVID-19|Coronavirus|,ProofPilot Online App (https://p.proofpilot.com),New York,NA,Recruiting
NCT04433754,Pancreatitis|,Usak University Training and Research Hospital,Usak,Non-Probability Sample,Completed
NCT04350593,COVID-19|,Heart Group of the Eastern Shore,Fairhope,NA,Recruiting
NCT04559542,Body Weight Changes|Eating Disorder Symptom|Sexual Harassment|Covid19|RED S|,Norwegian school of sport sciences,Oslo,Probability Sample,Recruiting
NCT04522089,COVID-19|,National Taiwan University Hospital,Taipei,NA,Recruiting
NCT04374552,SARS-CoV-2 Infection|,Robert Wood Johnson University Hospital,New Brunswick,NA,Not yet recruiting
NCT04359602,Recovered From COVID-19|,Ronald Reagan UCLA Medical Center,Los Angeles,Non-Probability Sample,Recruiting
NCT04451993,Obstructive Sleep Apnea-hypopnea Syndrome|,Trabzon Ahi Evren Thoracic and Cardiovascular Surgery Training and Research Hospital,Trabzon,Non-Probability Sample,Recruiting
NCT04371835,HIV-infection/Aids|Coronavirus Infection|,"Institute of Human Virology, Nigeria (IHVN)",Abuja,Non-Probability Sample,Recruiting
NCT04390594,COVID-19|,"Infectious and Tropical Diseases Department, Fann Hospital",Dakar,NA,Recruiting
NCT04360876,COVID-19|ARDS|,NA,NA,NA,Not yet recruiting
NCT04502667,"Covid19|Vitamin D|Children, Only|",Hospital Centro Medico Nacional Siglo XXI,Mexico City,NA,Recruiting
NCT04404179,COVID-19|,Camp Jail / COVID-19 CARE FACILITY/ SIMS,Lahore,Non-Probability Sample,Completed
NCT04570449,Covid19|,Milton S. Hershey Medical Center Clinical Research Center,Hershey,NA,Not yet recruiting
NCT04365335,Occupational Stress|,Elément Militaire de Réanimation (EMR),Mulhouse,Non-Probability Sample,Completed
NCT04367740,Asymptomatic Condition|Infection Viral|Coronavirus Infections|Severe Acute Respiratory Syndrome Coronavirus 2|Coronaviridae Infections|RNA Virus Infections|Virus Diseases|Communicable Disease|,"Center for Environmental Medicine, Asthma and Lung Biology",Chapel Hill,Non-Probability Sample,Enrolling by invitation
NCT04443270,COVID-19|,"Centro Médico Nacional ""20 de Noviembre""",Mexico City,NA,Not yet recruiting
NCT04311398,COVID-19|,Huashan Hospital of Fudan University,Shanghai,Probability Sample,Not yet recruiting
NCT04360824,COVID 19 Associated Coagulopathy|,University of Iowa,Iowa City,NA,Recruiting
NCT04365725,COVID-19|,Hôpital Cochin,Paris,Non-Probability Sample,Recruiting
NCT04351802,COVID-19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04359992,COVID-19 Infection|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04531501,Covid19|,Gloucestershire Royal Hospital,Gloucester,Probability Sample,Recruiting
NCT04513496,Telemedicine|HIV-1-infection|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04321265,COVID-19|Elderly Patients|Critical Illness|Survival|Old Age|,"Department of Intensive Care, Aarhus University Hospital",Aarhus,Non-Probability Sample,Recruiting
NCT04353154,COVID|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04530474,Covid19|,Temple University Hospital,Philadelphia,NA,Not yet recruiting
NCT04327570,Coronavirus Infections|,UZ Leuven,Leuven,Non-Probability Sample,Recruiting
NCT04357574,COVID-19|Cancer|,Duke Cancer Center,Durham,Probability Sample,Enrolling by invitation
NCT04374110,COVID|Hypertension|Cardiovascular Diseases|Cardiovascular Risk Factor|,National Institute of Cardiology,Warsaw,Probability Sample,Recruiting
NCT04356586,COVID-19|Serology|,Sciensano,Brussels,Probability Sample,Completed
NCT04370782,COVID-19|,St Francis Hospital,Roslyn,NA,Recruiting
NCT04286503,Novel Coronavirus Infectious Disease (COVID-19)|,NA,NA,NA,Not yet recruiting
NCT04504877,Covid19|Burn Out|Post Traumatic Stress Disorder|,Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto - USP,Ribeirão Preto,NA,Recruiting
NCT04305574,Coronavirus|Depression|Anxiety|Stress|,Yale-NUS College,Singapore,Non-Probability Sample,Completed
NCT04382586,COVID-19 Pulmonary Complications|COVID-19|,Honor Health,Scottsdale,NA,Recruiting
NCT04351152,Coronavirus Disease 2019 (COVID-19) Pneumonia|,Mayo Clinic,Phoenix,NA,Recruiting
NCT04539262,COVID-19|,"Franco Felizarta, MD",Bakersfield,NA,Recruiting
NCT04395430,Pediatric Obesity|Clinical Trial|,NA,NA,NA,Not yet recruiting
NCT04425915,COVID|,Maulana Azad Medical College,New Delhi,NA,Recruiting
NCT04345315,COVID-19|SARS-CoV-2|,"UO Microbiologia,Centro Servizi Pievesestina, AUSL Romagna",Cesena,Probability Sample,Recruiting
NCT04384705,SARS-CoV Infection|,Centre Hospitalier Universitaire Réunion,Saint-Denis,Non-Probability Sample,Recruiting
NCT04395833,Identify Emerging Health Challenges for Children With Motor Disabilities and Their Parents Facing the COVID-19 Pandemic|,CHRU de Brest,Brest,Non-Probability Sample,Completed
NCT04338828,COVID19|,Massachusetts General Hospital,Boston,NA,Recruiting
NCT04273529,COVID-19 Thalidomide|,NA,NA,NA,Not yet recruiting
NCT04337008,COVID 19|,ASSISTANCE PUBLIQUE HÖPITAUX de MARSEILLE,Marseille,NA,Recruiting
NCT04421391,Covid19|Coronavirus|SARS-CoV 2|,Therapeutic Solutions International,Oceanside,NA,Recruiting
NCT04341038,COVID-19|Lung Injury|,Hospital Universitari de Bellvitge,L'Hospitalet de Llobregat,NA,Recruiting
NCT04414124,Mild-to-moderate COVID-19|,Healthstar Research,Hot Springs,NA,Recruiting
NCT04430049,Covid-19|Family Members|Critical Illness|,"University hospital, Clermont-Ferrand",Clermont-Ferrand,Non-Probability Sample,Not yet recruiting
NCT04351399,Sars-CoV2|Rheumatic Diseases|Rheumatoid Arthritis|Chronic Pain|,"Hopital Roger Salengro, CHU Lille",Lille,Non-Probability Sample,Completed
NCT04490837,Covid-19|,Parc Tauli University Hospital,Sabadell,Probability Sample,"Active, not recruiting"
NCT04490850,Coronavirus Infection|Severe Acute Respiratory Syndrome|SARS-CoV Infection|Covid19|,Centre Hospitalier Andrée Rosemon,Cayenne,NA,Recruiting
NCT04382794,Covid19|,ASST FBF-Sacco P.O. Sacco,Milan,Probability Sample,Completed
NCT04420312,Pulmonary Embolism|Covid-19|,Groupe Hospitalier Paris Saint-Joseph,Paris,Probability Sample,Completed
NCT04435275,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04380532,Covid19|,Immunitor Inc,Vancouver,NA,"Active, not recruiting"
NCT04388527,Covid-19|,Hospital of the University of Pennsylvania,Philadelphia,NA,Recruiting
NCT04429334,COVID19|,"Réanimation Médicale, Hôpital Central",Nancy,NA,Not yet recruiting
NCT04348422,COVID-19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04339686,The Gold Standard for Current SARS CoV2 Detection is RT-PCR|,Chu de Poitiers,Poitiers,Non-Probability Sample,Recruiting
NCT04372368,COVID-19|SARS-CoV 2|,Children's Hospital Colorado,Aurora,NA,No longer available
NCT04410692,"Health Knowledge, Attitudes, Practice|",National University of Singapore,Singapore,NA,Completed
NCT04566965,Covid19|Coronavirus|SARS-CoV Infection|,Cincinnati Children's Hospital Medical Center,Cincinnati,Non-Probability Sample,Recruiting
NCT04470544,Severe Acute Respiratory Syndrome|,Mayo Clinic in Arizona,Scottsdale,NA,Recruiting
NCT04359316,COVID-19|,"Shahid Modarres Hospital, Shahid Beheshti University of Medical Sciences and Health Services",Tehran,NA,Not yet recruiting
NCT04399967,Smoking Cessation|,Hong Kong Council on Smoking and Health (COSH),Hong Kong,NA,Recruiting
NCT04388813,Acute Respiratory Distress Syndrome|COVID-19|,University of Illinois at Chicago,Chicago,Non-Probability Sample,Recruiting
NCT04412746,Coronavirus Infections|Diabetes Mellitus|Prevalence|Risk Factors|Patient Outcome Assessment|Severe Acute Respiratory Syndrome|,"Department of Internal Medicine, Acedemic Hospital of Tlemcen",Tlemcen,Non-Probability Sample,Recruiting
NCT04449718,COVID-19|,"Clinical Hospital of the School of Medicine, University of Sao Paulo",Sao Paulo,NA,Recruiting
NCT04357977,Coronavirus|COVID|,Tampa General Hospital,Tampa,Non-Probability Sample,Not yet recruiting
NCT04280705,COVID-19|,University of Alabama at Birmingham School of Medicine - Infectious Disease,Birmingham,NA,Completed
NCT04335123,COVID-19|,University of Kansas Medical Center,Kansas City,NA,Recruiting
NCT04540484,Covid19|SARS-CoV Infection|Communicable Disease|,Advocate Lutheran General Hospital,Park Ridge,Non-Probability Sample,Recruiting
NCT04543006,Covid19|,NA,NA,NA,Not yet recruiting
NCT04452097,COVID-19|ARDS|Acute Respiratory Distress Syndrome|,NA,NA,NA,Not yet recruiting
NCT04392713,COVID|,Combined Military Hospital Lahore,Lahore,NA,Recruiting
NCT04391829,COVID-19|Sars-CoV2|Corona Virus Infection|Semen|,NA,NA,NA,Not yet recruiting
NCT04412304,Covid-19|Thromboembolic Events|Bleeding|,South General Hospital,Stockholm,Non-Probability Sample,Completed
NCT04323332,COVID-19|,Hao Li,Beijing,NA,Not yet recruiting
NCT04401228,"COVID19|Pneumonia, Viral|Inflammatory Response|",Clinique Saint-Pierre,Ottignies,Probability Sample,"Active, not recruiting"
NCT04273581,COVID-19 Thalidomide|,NA,NA,NA,Not yet recruiting
NCT04402060,COVID|Covid-19|Coronavirus|Coronavirus Infection|Severe Acute Respiratory Syndrome|Severe Acute Respiratory Syndrome Coronavirus 2|Sars-CoV2|Ards|Acute Respiratory Distress Syndrome|,Westchester General Hospital,Miami,NA,Recruiting
NCT04365439,Blood Plasma Therapy|COVID|,NA,NA,NA,Not yet recruiting
NCT00571389,"Solid Tumor, Adult|Healthy Donors|COVID-19 Donors|",Carolina BioOncology Institute,Huntersville,Non-Probability Sample,Recruiting
NCT04445207,COVID|Sars-CoV2|Corona Virus Infection|,UMass Medical School,Worcester,NA,Available
NCT04473352,Covid19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04373135,Covid-19|Critical Illness|Attitude of Health Personnel|Attitude to Health|Health Behavior|Health Care Utilization|,"University of California, Los Angeles",Los Angeles,NA,Recruiting
NCT04477083,Covid19|Hydroxychloroquine Adverse Reaction|,Mansoura University Hospital,Mansoura,NA,"Active, not recruiting"
NCT04457570,"COVID, Cancer|",Centre de lutte contre le Cancer JEAN PERRIN,Clermont-Ferrand,Non-Probability Sample,Recruiting
NCT04385810,Covid19|Sars-CoV2|,Fondation Adolphe de Rothschild,Paris,NA,Recruiting
NCT04478539,Covid19|,Zan Mitrev Clinic,Skopje,NA,Recruiting
NCT04507893,Covid19|Interstitial Pneumonia|,"Infectious diseases Unit of the ""Cervello-Villa Sofia"" Hospital",Palermo,Non-Probability Sample,Recruiting
NCT04378712,Covid-19|Hydrogen/Oxygen Mixed Gas|Dyspnea|,First Affiliated Hospital of Guangzhou Medical University,Guangzhou,NA,Completed
NCT04389645,COVID-19|,Rabin Medical Center,Petach Tikva,Non-Probability Sample,Completed
NCT04322773,Corona Virus Disease|,Bispebjerg-Frederiksberg Hospital,Copenhagen,NA,Recruiting
NCT04407182,Covid-19|Sars-CoV2|Diabete Mellitus|Cardiopathy|Pulmonary Disease|Renal Disease|Liver Diseases|,Hospital de Especialidades Dr. Teodoro Maldonado Carbo,Guayaquil,NA,Recruiting
NCT04473170,Coronavirus Disease 2019 (COVID-19)|,Abu Dhabi Stem Cells Center,Abu Dhabi,NA,Completed
NCT04372680,"COVID-19|ARDS, Human|Mechanical Ventilation|",CHU de LIMOGES,Limoges,NA,Recruiting
NCT04491201,COVID-19 Pandemics|Obstetrics and Gynecology|Workload|Questionnaire|National Survey|China|,Lei Li,Beijing,Probability Sample,Recruiting
NCT04334876,SARS-CoV-2|,NA,NA,Probability Sample,Not yet recruiting
NCT04485338,Covid19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04420364,COVID|Kidney Transplant; Complications|Immunosuppression|,NA,NA,NA,Not yet recruiting
NCT04574869,Acute Lung Injury|ALI|COVID-19|,Prestige Clinical Research Center,Coral Gables,NA,Not yet recruiting
NCT04383730,Critically Illness|Sedation|Invasive Mechanical Ventilation|Acute Respiratory Distress Syndrome|,CHU,Clermont-Ferrand,Non-Probability Sample,Recruiting
NCT04337762,COVID-19|,"Beat COIVD, LLC",Chicago,Probability Sample,Recruiting
NCT04577534,Covid19|,Turku University Hospital,Turku,NA,Recruiting
NCT04366739,COVID-19|,Centre Hospitalier Sainte-Anne,Paris,NA,Not yet recruiting
NCT04346121,Patient Safety|,University Hospital,Nantes,Non-Probability Sample,Recruiting
NCT04384926,COVID-19|Coronavirus|Cancer|Surgery|,Hospital del Henares,Madrid,Non-Probability Sample,Recruiting
NCT04418609,Neurologic Complication|,University Hospital Zurich,Zürich,Non-Probability Sample,Recruiting
NCT04371523,Corona Virus Infection|,St. Joseph's Healthcare Hamilton,Hamilton,NA,Not yet recruiting
NCT04468646,"Neurokinin 1 Receptor, Substance P, Respiratory Illness, Inflammation, Covid-19, Coronavirus|",Bahria International Hospital,Lahore,NA,Recruiting
NCT04356378,Infection With Coronavirus SARS-CoV2|,Damien JOLLY,Reims,Non-Probability Sample,Recruiting
NCT04504032,COVID-19|,Woodland Research Northwest LLC - ERG - PPDS,Rogers,NA,Recruiting
NCT04327505,"SARS (Severe Acute Respiratory Syndrome)|Cytokine Storm|ARDS, Human|COVID-19|Sars-CoV2|Acute Respiratory Failure|",Bergmannsheil und Kinderklinik Buer GmbH,Gelsenkirchen,NA,Recruiting
NCT04407299,COVID|,Kasr Alainy Hospital,Cairo,Non-Probability Sample,Completed
NCT04345679,COVID 19|,NA,NA,NA,Not yet recruiting
NCT04329559,COVID-19|Liver Cirrhosis|,Dalian Sixth People's Hospital,Dalian,Non-Probability Sample,Recruiting
NCT04432272,COVID-19|Severe Acute Respiratory Syndrome (SARS)|Coronavirus Infections|,William Beaumont Hospital,Royal Oak,NA,Recruiting
NCT04519125,Severe Acute Respiratory Syndrome Coronavirus 2|COVID-19|,NA,NA,NA,Not yet recruiting
NCT04497649,Covid19|,Cairo and Tanta Universitities,Tanta,NA,Recruiting
NCT04357431,COVID|,Ahmed Abbas,Assiut,Probability Sample,Completed
NCT04445870,Cancer|,Chu Reims,Reims,Non-Probability Sample,Recruiting
NCT04339881,Sars-CoV2|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04494893,Covid19|,Adaptive Biotechnologies,Seattle,Non-Probability Sample,Recruiting
NCT04463758,covid19 Infection|Pregnancy Complications|Neonatal Complications|,AP-HP Cochin,Paris,Non-Probability Sample,Recruiting
NCT04476823,Clinical Practice During the COVID-19 Crisis|,CHU de Nice,Nice,Non-Probability Sample,Completed
NCT04389320,Rheumatoid Arthritis|,Manal Hassanien,Assiut,Probability Sample,Completed
NCT04444700,"COVID|Coronavirus Infection|Severe Acute Respiratory Syndrome|Thromboembolism, Venous|Anticoagulants and Bleeding Disorders|",Hospital das Clínicas da FMUSP,São Paulo,NA,Recruiting
NCT04445597,SARS-CoV 2|,UZ Leuven,Leuven,NA,Recruiting
NCT04544072,SARS-CoV Infection|Antimicrobial Stewardship|Respiratory Tract Infections|Antibiotic Resistance|,UZ Brussel,Brussel,Non-Probability Sample,Recruiting
NCT04409249,COVID-19|Prognostic Factors|Pregnancy|,Kanuni Sultan Suleyman Training and Research Hospital,Istanbul,Probability Sample,Completed
NCT04386044,COVID-19|Vitamin D Deficiency|,Tameside Hospital NHS Foundation Trust,Ashton-under-Lyne,Non-Probability Sample,Not yet recruiting
NCT04367805,Hepatocellular Carcinoma|COVID-19|,CHU Amiens,Amiens,Non-Probability Sample,Recruiting
NCT04388709,SARS-CoV-2|,Icahn School of Medicine at Mount Sinai,New York,NA,Not yet recruiting
NCT04367545,COVID|RT-ddPCR Multiplex|,Rouen University Hospital,Rouen,NA,Recruiting
NCT04459403,Corona Virus Infection|,15 Mayo Smart Hospital,Cairo,Probability Sample,Recruiting
NCT04457726,COVID-19|,Changi General Hospital,Singapore,NA,Recruiting
NCT04455815,COVID-19 Infection|,The University of Edinburgh,Edinburgh,NA,Recruiting
NCT04349618,Acute Respiratory Distress Syndrome|COVID19|Sars-CoV2|Pneumonia|,Service de Médecine Intensive Réanimation CHU Gabriel Montpied,Clermont-Ferrand,NA,Not yet recruiting
NCT04365153,COVID-19|SARS-CoV 2|,Cleveland Clinic Florida,Weston,NA,"Active, not recruiting"
